Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
44.0,Master's,3.0,IT,Software Engineer,Small,Senior,22.0,86.0,67.0,Low,2.0,5.0,11.0,6.0,Low
34.0,High School,0.0,Education,Teacher,Large,Mid,39.0,63.0,93.0,Low,2.0,3.0,29.0,2.0,Low
21.0,Bachelor's,0.0,Education,Teacher,Small,Entry,40.0,38.0,76.0,Low,1.0,4.0,24.0,4.0,Medium
44.0,Master's,4.0,Manufacturing,Quality Engineer,Medium,Mid,44.0,54.0,41.0,Low,0.0,5.0,37.0,0.0,Medium
59.0,Bachelor's,11.0,Telecom,Network Engineer,Medium,Mid,53.0,48.0,64.0,Medium,5.0,9.0,33.0,23.0,Medium
39.0,Master's,9.0,Logistics,Warehouse Manager,Medium,Mid,53.0,35.0,84.0,Medium,5.0,5.0,45.0,26.0,Medium
53.0,Bachelor's,7.0,Telecom,Operations Analyst,Medium,Mid,48.0,53.0,94.0,Medium,2.0,13.0,22.0,25.0,Low
40.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Large,Mid,55.0,58.0,84.0,Medium,5.0,7.0,36.0,18.0,Medium
35.0,High School,7.0,Manufacturing,Quality Engineer,Small,Entry,54.0,42.0,39.0,Low,0.0,0.0,36.0,6.0,High
34.0,Master's,4.0,Telecom,Support Specialist,Medium,Entry,66.0,25.0,69.0,Medium,5.0,5.0,53.0,19.0,High
32.0,Master's,11.0,Healthcare,Health Analyst,Small,Mid,63.0,36.0,51.0,Medium,4.0,11.0,53.0,11.0,Medium
54.0,PhD,7.0,IT,Software Engineer,Small,Mid,45.0,58.0,89.0,Low,1.0,0.0,25.0,9.0,Low
33.0,Bachelor's,11.0,IT,ML Engineer,Large,Entry,41.0,58.0,91.0,Low,1.0,2.0,27.0,1.0,Medium
30.0,Bachelor's,5.0,Healthcare,Medical Assistant,Small,Mid,17.0,87.0,74.0,Low,1.0,4.0,13.0,8.0,Low
24.0,Bachelor's,3.0,IT,Software Engineer,Medium,Mid,63.0,31.0,62.0,Medium,3.0,10.0,42.0,22.0,Medium
29.0,Bachelor's,6.0,Finance,Auditor,Small,Entry,19.0,92.0,49.0,Low,0.0,0.0,9.0,9.0,Low
22.0,Master's,1.0,Healthcare,Nurse,Large,Mid,11.0,80.0,76.0,Low,1.0,0.0,5.0,0.0,Low
38.0,Bachelor's,10.0,Retail,Inventory Analyst,Large,Mid,73.0,44.0,58.0,Medium,5.0,9.0,47.0,22.0,High
49.0,High School,8.0,Logistics,Dispatcher,Small,Entry,29.0,63.0,78.0,Low,0.0,2.0,24.0,4.0,Medium
59.0,Bachelor's,9.0,Manufacturing,Production Supervisor,Medium,Senior,93.0,1.0,82.0,High,7.0,29.0,92.0,67.0,High
24.0,Bachelor's,3.0,Healthcare,Medical Assistant,Medium,Entry,35.0,56.0,48.0,Low,2.0,4.0,33.0,7.0,Medium
21.0,High School,0.0,Healthcare,Nurse,Small,Mid,65.0,39.0,85.0,Low,1.0,5.0,40.0,2.0,Medium
24.0,High School,3.0,Education,Research Assistant,Medium,Mid,79.0,13.0,94.0,Medium,3.0,10.0,78.0,22.0,High
21.0,High School,0.0,Finance,Financial Analyst,Medium,Entry,58.0,58.0,30.0,Medium,2.0,6.0,32.0,7.0,High
39.0,Master's,12.0,Manufacturing,Operator,Medium,Mid,63.0,47.0,32.0,Low,1.0,4.0,61.0,4.0,High
57.0,Master's,15.0,Education,Teacher,Medium,Entry,54.0,31.0,83.0,Low,2.0,5.0,52.0,9.0,Medium
22.0,Bachelor's,1.0,Logistics,Supply Chain Analyst,Medium,Entry,87.0,4.0,43.0,Medium,5.0,14.0,82.0,15.0,High
50.0,Master's,14.0,Education,Research Assistant,Small,Entry,37.0,58.0,26.0,Medium,4.0,13.0,24.0,15.0,Low
57.0,Master's,8.0,Retail,Sales Associate,Small,Entry,55.0,46.0,90.0,Medium,4.0,6.0,33.0,19.0,Medium
24.0,Master's,3.0,Manufacturing,Production Supervisor,Large,Mid,28.0,74.0,73.0,Low,2.0,5.0,22.0,4.0,Low
52.0,Bachelor's,11.0,Retail,Sales Associate,Medium,Senior,73.0,35.0,70.0,Medium,2.0,13.0,47.0,11.0,Medium
55.0,Bachelor's,10.0,Logistics,Supply Chain Analyst,Large,Mid,25.0,59.0,68.0,Low,2.0,2.0,16.0,5.0,Low
26.0,Bachelor's,2.0,IT,Data Analyst,Large,Mid,75.0,35.0,25.0,Medium,2.0,9.0,42.0,24.0,High
32.0,Bachelor's,5.0,Finance,Accountant,Medium,Mid,56.0,41.0,73.0,Medium,4.0,10.0,39.0,6.0,Medium
54.0,Bachelor's,17.0,Finance,Auditor,Small,Mid,43.0,54.0,74.0,Low,2.0,0.0,28.0,4.0,Low
53.0,Bachelor's,0.0,Healthcare,Health Analyst,Medium,Mid,28.0,88.0,42.0,Low,0.0,5.0,19.0,4.0,Low
29.0,Master's,8.0,Education,Teacher,Small,Senior,48.0,69.0,78.0,Low,0.0,2.0,32.0,9.0,Low
30.0,High School,9.0,Finance,Auditor,Medium,Senior,51.0,41.0,74.0,Medium,5.0,9.0,49.0,6.0,Medium
35.0,Master's,14.0,Telecom,Network Engineer,Large,Mid,12.0,100.0,85.0,Low,0.0,1.0,9.0,4.0,Low
54.0,Master's,15.0,Healthcare,Health Analyst,Small,Entry,54.0,43.0,94.0,Low,1.0,1.0,51.0,7.0,Medium
56.0,Bachelor's,10.0,Education,Academic Coordinator,Medium,Senior,85.0,18.0,33.0,Medium,4.0,7.0,83.0,9.0,High
26.0,High School,5.0,IT,Data Analyst,Medium,Entry,31.0,78.0,47.0,Low,2.0,5.0,29.0,7.0,Medium
27.0,Bachelor's,4.0,Telecom,Network Engineer,Medium,Entry,88.0,6.0,30.0,High,9.0,30.0,81.0,29.0,High
26.0,Master's,5.0,IT,Software Engineer,Medium,Mid,47.0,57.0,46.0,Medium,2.0,9.0,37.0,28.0,Low
31.0,Master's,6.0,Logistics,Dispatcher,Small,Entry,88.0,11.0,90.0,High,10.0,25.0,60.0,57.0,High
60.0,Bachelor's,10.0,Healthcare,Nurse,Large,Mid,78.0,24.0,87.0,Medium,4.0,5.0,44.0,19.0,Medium
47.0,Bachelor's,12.0,IT,Data Analyst,Small,Mid,16.0,79.0,48.0,Low,1.0,3.0,10.0,4.0,Low
51.0,Master's,11.0,Telecom,Support Specialist,Medium,Entry,18.0,73.0,55.0,Low,0.0,1.0,15.0,3.0,Low
22.0,Bachelor's,1.0,IT,Software Engineer,Medium,Mid,89.0,16.0,36.0,Medium,4.0,10.0,41.0,11.0,High
50.0,Bachelor's,6.0,Finance,Accountant,Medium,Entry,13.0,97.0,31.0,Low,1.0,5.0,null,8.0,Low
48.0,Master's,7.0,Retail,Inventory Analyst,Large,Mid,74.0,29.0,84.0,High,8.0,19.0,44.0,69.0,Medium
21.0,Master's,0.0,Healthcare,Medical Assistant,Medium,Entry,28.0,61.0,94.0,Low,1.0,4.0,26.0,1.0,Low
33.0,Bachelor's,12.0,Finance,Accountant,Large,Senior,36.0,68.0,76.0,Low,0.0,5.0,31.0,5.0,Low
38.0,Bachelor's,10.0,Finance,Auditor,Small,Entry,17.0,89.0,81.0,Low,1.0,5.0,11.0,2.0,Low
58.0,Bachelor's,9.0,Healthcare,Nurse,Medium,Entry,16.0,81.0,80.0,Low,0.0,5.0,11.0,8.0,Low
43.0,Bachelor's,12.0,Healthcare,Health Analyst,Medium,Mid,78.0,5.0,56.0,Medium,4.0,11.0,39.0,26.0,Medium
47.0,Bachelor's,13.0,Telecom,Network Engineer,Medium,Entry,71.0,32.0,57.0,Medium,3.0,5.0,36.0,13.0,High
26.0,High School,5.0,Education,Teacher,Small,Entry,82.0,9.0,79.0,Medium,4.0,6.0,70.0,12.0,High
24.0,Bachelor's,3.0,Healthcare,Nurse,Large,Senior,36.0,50.0,92.0,Low,2.0,0.0,17.0,7.0,Low
52.0,High School,7.0,Manufacturing,Operator,Small,Entry,24.0,79.0,34.0,Low,1.0,5.0,21.0,2.0,Medium
48.0,High School,14.0,Education,Teacher,Large,Mid,31.0,65.0,70.0,Low,1.0,1.0,17.0,4.0,Low
56.0,Bachelor's,9.0,Logistics,Dispatcher,Small,Entry,25.0,67.0,44.0,Low,2.0,2.0,20.0,3.0,Medium
35.0,PhD,8.0,Telecom,Support Specialist,Small,Mid,50.0,62.0,63.0,Medium,3.0,5.0,47.0,5.0,Low
21.0,High School,0.0,Education,Teacher,Medium,Mid,77.0,9.0,96.0,Medium,3.0,13.0,49.0,12.0,High
49.0,Master's,13.0,Manufacturing,Quality Engineer,Medium,Entry,94.0,21.0,26.0,Medium,3.0,9.0,61.0,20.0,High
52.0,Master's,14.0,Telecom,Operations Analyst,Large,Mid,47.0,53.0,81.0,Low,2.0,4.0,41.0,7.0,Low
51.0,High School,18.0,IT,Data Analyst,Small,Senior,22.0,79.0,35.0,Low,1.0,0.0,12.0,5.0,Low
37.0,Master's,3.0,Healthcare,Nurse,Large,Mid,73.0,25.0,93.0,Medium,3.0,6.0,61.0,9.0,Medium
44.0,High School,7.0,Logistics,Warehouse Manager,Large,Entry,27.0,72.0,22.0,Low,2.0,0.0,24.0,9.0,Medium
31.0,PhD,10.0,Retail,Inventory Analyst,Medium,Entry,25.0,85.0,78.0,Low,1.0,5.0,15.0,3.0,Low
36.0,Bachelor's,15.0,Manufacturing,Quality Engineer,Large,Senior,62.0,20.0,62.0,Medium,5.0,10.0,37.0,26.0,Medium
33.0,High School,8.0,IT,Software Engineer,Medium,Senior,89.0,4.0,26.0,High,8.0,30.0,45.0,73.0,Medium
47.0,Bachelor's,5.0,Finance,Financial Analyst,Large,Entry,22.0,65.0,60.0,Low,1.0,3.0,13.0,7.0,Low
32.0,Bachelor's,7.0,Retail,Store Manager,Medium,Entry,23.0,90.0,82.0,Low,0.0,1.0,18.0,4.0,Low
59.0,Bachelor's,8.0,Education,Academic Coordinator,Medium,Mid,51.0,51.0,49.0,Medium,5.0,13.0,37.0,24.0,Low
42.0,Bachelor's,0.0,Retail,Inventory Analyst,Medium,Entry,14.0,91.0,40.0,Low,0.0,1.0,9.0,7.0,Medium
30.0,Master's,9.0,Manufacturing,Quality Engineer,Medium,Mid,52.0,34.0,44.0,Low,2.0,0.0,50.0,4.0,High
43.0,Master's,7.0,Healthcare,Medical Assistant,Large,Mid,42.0,45.0,92.0,Low,0.0,4.0,39.0,9.0,Low
45.0,Bachelor's,11.0,Retail,Sales Associate,Medium,Mid,72.0,19.0,72.0,Medium,4.0,6.0,41.0,15.0,High
58.0,Bachelor's,8.0,Telecom,Network Engineer,Large,Mid,42.0,61.0,50.0,Low,0.0,3.0,41.0,2.0,Medium
25.0,High School,4.0,Logistics,Warehouse Manager,Small,Entry,28.0,77.0,52.0,Low,1.0,5.0,23.0,9.0,Medium
31.0,Master's,4.0,Healthcare,Nurse,Large,Entry,76.0,15.0,95.0,Medium,3.0,5.0,62.0,13.0,Medium
41.0,Master's,8.0,Education,Teacher,Small,Entry,16.0,69.0,72.0,Low,1.0,4.0,9.0,5.0,Low
44.0,High School,15.0,Healthcare,Medical Assistant,Large,Mid,62.0,50.0,61.0,Low,0.0,2.0,52.0,3.0,Medium
29.0,Bachelor's,8.0,Healthcare,Medical Assistant,Small,Entry,48.0,41.0,76.0,Low,0.0,4.0,25.0,3.0,Medium
22.0,Bachelor's,1.0,Logistics,Supply Chain Analyst,Medium,Entry,23.0,75.0,23.0,Medium,5.0,8.0,11.0,27.0,Medium
44.0,Master's,15.0,Telecom,Support Specialist,Medium,Entry,66.0,51.0,29.0,Low,2.0,4.0,57.0,2.0,High
21.0,High School,0.0,Telecom,Support Specialist,Medium,Entry,51.0,51.0,88.0,Low,0.0,4.0,49.0,7.0,High
56.0,High School,5.0,Telecom,Network Engineer,Medium,Senior,34.0,58.0,55.0,Low,0.0,3.0,21.0,0.0,Low
30.0,High School,9.0,Healthcare,Medical Assistant,Small,Mid,63.0,32.0,73.0,Medium,2.0,7.0,34.0,14.0,Medium
22.0,Bachelor's,1.0,Finance,Auditor,Large,Entry,59.0,50.0,91.0,Low,1.0,2.0,58.0,2.0,High
26.0,Bachelor's,5.0,Logistics,Warehouse Manager,Large,Senior,88.0,25.0,56.0,Medium,5.0,11.0,55.0,9.0,High
56.0,Master's,10.0,Logistics,Dispatcher,Medium,Entry,57.0,56.0,43.0,Medium,4.0,14.0,42.0,28.0,Medium
21.0,Master's,0.0,Manufacturing,Operator,Small,Entry,74.0,12.0,76.0,Medium,4.0,13.0,46.0,6.0,High
41.0,Master's,11.0,Manufacturing,Quality Engineer,Small,Mid,23.0,79.0,52.0,Low,0.0,2.0,14.0,9.0,Low
34.0,Master's,5.0,Logistics,Supply Chain Analyst,Medium,Entry,79.0,12.0,93.0,High,6.0,27.0,76.0,43.0,High
53.0,Bachelor's,14.0,Healthcare,Health Analyst,Large,Entry,20.0,79.0,68.0,Low,0.0,4.0,17.0,9.0,Low
37.0,Master's,6.0,IT,ML Engineer,Medium,Senior,41.0,52.0,41.0,Low,1.0,0.0,21.0,9.0,Low
41.0,Master's,11.0,Retail,Sales Associate,Small,Mid,14.0,81.0,75.0,Low,2.0,4.0,8.0,9.0,Low
30.0,Bachelor's,9.0,IT,Software Engineer,Small,Mid,87.0,1.0,63.0,Medium,4.0,13.0,81.0,6.0,High
48.0,Master's,17.0,Telecom,Network Engineer,Medium,Entry,32.0,72.0,42.0,Low,2.0,5.0,14.0,2.0,Low
33.0,Bachelor's,12.0,Manufacturing,Operator,Medium,Senior,32.0,75.0,91.0,Low,2.0,4.0,19.0,0.0,Low
51.0,Bachelor's,12.0,Logistics,Warehouse Manager,Small,Entry,50.0,50.0,50.0,Low,1.0,2.0,30.0,6.0,Medium
52.0,Bachelor's,14.0,Healthcare,Nurse,Medium,Mid,41.0,51.0,73.0,Low,2.0,0.0,18.0,5.0,Low
35.0,Bachelor's,7.0,Retail,Sales Associate,Small,Mid,85.0,24.0,77.0,Medium,4.0,11.0,59.0,17.0,High
39.0,Bachelor's,16.0,Manufacturing,Production Supervisor,Small,Entry,55.0,38.0,91.0,Medium,5.0,13.0,47.0,15.0,High
38.0,Master's,15.0,Manufacturing,Production Supervisor,Large,Entry,24.0,70.0,85.0,Low,1.0,5.0,15.0,2.0,Low
30.0,Bachelor's,9.0,Manufacturing,Operator,Large,Mid,82.0,31.0,48.0,Medium,5.0,8.0,57.0,26.0,High
59.0,High School,0.0,Telecom,Operations Analyst,Medium,Mid,32.0,90.0,50.0,Low,2.0,4.0,17.0,4.0,Medium
54.0,High School,11.0,Telecom,Operations Analyst,Small,Senior,62.0,50.0,54.0,Low,1.0,0.0,44.0,4.0,Medium
30.0,PhD,9.0,Healthcare,Nurse,Medium,Entry,35.0,79.0,68.0,Low,1.0,0.0,20.0,7.0,Low
43.0,High School,6.0,Healthcare,Nurse,Medium,Mid,40.0,67.0,86.0,Low,2.0,2.0,32.0,1.0,Low
60.0,PhD,2.0,Education,Research Assistant,Medium,Entry,26.0,66.0,68.0,Low,1.0,3.0,12.0,6.0,Low
42.0,Bachelor's,7.0,Telecom,Support Specialist,Large,Entry,93.0,13.0,41.0,Medium,4.0,11.0,46.0,28.0,High
35.0,Bachelor's,2.0,Education,Teacher,Small,Entry,44.0,64.0,93.0,Medium,2.0,11.0,34.0,21.0,Medium
47.0,High School,2.0,Education,Academic Coordinator,Medium,Entry,55.0,51.0,61.0,Medium,5.0,6.0,42.0,8.0,High
54.0,Bachelor's,9.0,Healthcare,Nurse,Large,Mid,68.0,32.0,73.0,Medium,5.0,14.0,65.0,10.0,Medium
44.0,Bachelor's,13.0,Telecom,Operations Analyst,Small,Mid,53.0,48.0,27.0,Low,2.0,5.0,40.0,1.0,Medium
33.0,Bachelor's,10.0,Manufacturing,Quality Engineer,Small,Senior,50.0,62.0,25.0,Low,0.0,2.0,44.0,0.0,Medium
55.0,Bachelor's,7.0,Finance,Accountant,Small,Entry,29.0,89.0,82.0,Low,2.0,3.0,19.0,6.0,Low
53.0,Bachelor's,5.0,Finance,Auditor,Medium,Senior,14.0,76.0,93.0,Low,1.0,1.0,9.0,9.0,Low
29.0,Master's,8.0,Logistics,Supply Chain Analyst,Medium,Mid,75.0,12.0,44.0,Medium,4.0,10.0,55.0,23.0,High
30.0,Bachelor's,4.0,Finance,Auditor,Medium,Senior,41.0,58.0,34.0,Low,1.0,5.0,34.0,9.0,Low
48.0,Bachelor's,5.0,Healthcare,Medical Assistant,Medium,Entry,18.0,69.0,58.0,Low,2.0,0.0,8.0,6.0,Low
27.0,Bachelor's,6.0,Retail,Store Manager,Medium,Mid,49.0,29.0,82.0,Low,1.0,1.0,29.0,4.0,Medium
27.0,Master's,6.0,Telecom,Network Engineer,Medium,Senior,37.0,54.0,26.0,Low,2.0,5.0,26.0,5.0,Low
44.0,Bachelor's,23.0,Manufacturing,Production Supervisor,Medium,Mid,28.0,75.0,63.0,Medium,5.0,8.0,20.0,18.0,Low
23.0,High School,2.0,Education,Research Assistant,Large,Mid,87.0,18.0,78.0,Medium,2.0,7.0,51.0,27.0,High
28.0,Bachelor's,0.0,Manufacturing,Operator,Medium,Senior,31.0,69.0,30.0,Low,1.0,2.0,27.0,8.0,Medium
54.0,Bachelor's,5.0,Healthcare,Health Analyst,Large,Senior,57.0,56.0,42.0,Medium,2.0,6.0,29.0,6.0,Low
54.0,PhD,10.0,Finance,Auditor,Medium,Mid,26.0,76.0,85.0,Low,2.0,2.0,22.0,8.0,Low
34.0,Bachelor's,13.0,Manufacturing,Operator,Small,Mid,69.0,39.0,73.0,Low,2.0,1.0,36.0,8.0,High
34.0,Bachelor's,10.0,Telecom,Operations Analyst,Small,Senior,83.0,20.0,86.0,Medium,4.0,13.0,57.0,9.0,Medium
31.0,Bachelor's,10.0,IT,Data Analyst,Small,Mid,14.0,90.0,54.0,Low,1.0,0.0,13.0,6.0,Low
38.0,High School,13.0,Telecom,Support Specialist,Medium,Entry,86.0,3.0,40.0,Medium,2.0,9.0,67.0,8.0,High
33.0,Master's,12.0,IT,Data Analyst,Medium,Mid,14.0,58.0,71.0,Low,2.0,3.0,12.0,3.0,Low
47.0,Bachelor's,1.0,Finance,Accountant,Medium,Mid,79.0,31.0,22.0,Medium,2.0,7.0,68.0,21.0,High
56.0,Master's,3.0,IT,Software Engineer,Small,Mid,83.0,10.0,25.0,High,9.0,17.0,43.0,20.0,High
55.0,Master's,10.0,Finance,Accountant,Small,Mid,59.0,43.0,40.0,Medium,4.0,9.0,56.0,12.0,Medium
27.0,Master's,3.0,Education,Academic Coordinator,Small,Entry,83.0,22.0,56.0,High,6.0,25.0,37.0,72.0,Medium
23.0,High School,2.0,Retail,Inventory Analyst,Small,Entry,82.0,34.0,88.0,Medium,3.0,12.0,62.0,5.0,High
42.0,High School,1.0,Manufacturing,Production Supervisor,Large,Entry,30.0,78.0,52.0,Low,1.0,3.0,18.0,6.0,High
42.0,Bachelor's,1.0,Healthcare,Nurse,Medium,Entry,91.0,12.0,88.0,Medium,5.0,10.0,56.0,24.0,High
50.0,Bachelor's,14.0,IT,Software Engineer,Large,Entry,92.0,0.0,84.0,High,6.0,24.0,89.0,39.0,High
46.0,Bachelor's,10.0,Telecom,Network Engineer,Large,Mid,38.0,50.0,61.0,Low,0.0,2.0,17.0,6.0,Low
39.0,PhD,6.0,Manufacturing,Operator,Small,Senior,33.0,77.0,55.0,Low,2.0,0.0,30.0,7.0,Low
45.0,Bachelor's,14.0,Telecom,Network Engineer,Small,Mid,86.0,8.0,28.0,High,9.0,21.0,57.0,53.0,High
48.0,Bachelor's,9.0,Retail,Sales Associate,Small,Mid,49.0,38.0,93.0,Medium,2.0,12.0,32.0,20.0,Medium
48.0,Bachelor's,4.0,Healthcare,Nurse,Large,Senior,35.0,82.0,88.0,Low,0.0,3.0,33.0,2.0,Low
33.0,Master's,0.0,Telecom,Network Engineer,Large,Entry,10.0,95.0,72.0,Low,2.0,1.0,9.0,2.0,Low
26.0,Bachelor's,2.0,IT,Software Engineer,Medium,Mid,60.0,46.0,61.0,Medium,2.0,7.0,37.0,16.0,Medium
47.0,Bachelor's,10.0,Healthcare,Nurse,Small,Entry,91.0,24.0,68.0,High,6.0,25.0,86.0,35.0,High
53.0,Master's,6.0,Retail,Store Manager,Large,Entry,28.0,82.0,96.0,Low,1.0,3.0,14.0,7.0,Low
21.0,Master's,0.0,Logistics,Dispatcher,Small,Mid,31.0,70.0,31.0,Low,1.0,2.0,27.0,6.0,Medium
26.0,High School,5.0,IT,Software Engineer,Small,Senior,60.0,22.0,49.0,Low,2.0,2.0,36.0,8.0,Medium
41.0,Bachelor's,1.0,Finance,Financial Analyst,Small,Entry,21.0,70.0,51.0,Low,2.0,5.0,18.0,2.0,Medium
60.0,Master's,8.0,IT,Software Engineer,Small,Entry,11.0,100.0,49.0,Low,1.0,5.0,6.0,2.0,Low
41.0,Bachelor's,7.0,Retail,Sales Associate,Large,Mid,76.0,42.0,34.0,Medium,4.0,7.0,59.0,9.0,High
30.0,Master's,9.0,Logistics,Supply Chain Analyst,Medium,Senior,21.0,98.0,38.0,Low,0.0,5.0,19.0,2.0,Low
59.0,Master's,5.0,Retail,Store Manager,Medium,Mid,39.0,56.0,76.0,Medium,5.0,9.0,34.0,27.0,Low
31.0,Bachelor's,10.0,Logistics,Dispatcher,Large,Senior,72.0,25.0,22.0,Medium,2.0,8.0,40.0,23.0,Medium
55.0,High School,11.0,Finance,Auditor,Medium,Senior,12.0,68.0,36.0,Low,0.0,1.0,6.0,1.0,Low
60.0,High School,15.0,Logistics,Dispatcher,Small,Mid,32.0,50.0,35.0,Low,1.0,4.0,20.0,0.0,Medium
51.0,High School,23.0,Telecom,Network Engineer,Large,Entry,29.0,74.0,39.0,Low,1.0,4.0,17.0,4.0,Medium
25.0,Bachelor's,4.0,Finance,Auditor,Medium,Mid,42.0,60.0,58.0,Low,2.0,0.0,19.0,4.0,Medium
53.0,High School,7.0,Telecom,Network Engineer,Medium,Entry,87.0,2.0,30.0,Medium,3.0,13.0,80.0,9.0,High
29.0,Bachelor's,4.0,Education,Research Assistant,Large,Entry,84.0,14.0,54.0,High,6.0,24.0,70.0,42.0,High
57.0,Master's,12.0,IT,ML Engineer,Medium,Entry,62.0,30.0,33.0,Medium,3.0,6.0,50.0,26.0,High
60.0,Master's,7.0,Manufacturing,Production Supervisor,Large,Entry,45.0,41.0,68.0,Medium,5.0,10.0,43.0,28.0,Medium
34.0,Bachelor's,12.0,Manufacturing,Operator,Medium,Mid,88.0,9.0,77.0,High,7.0,27.0,80.0,50.0,High
21.0,Bachelor's,0.0,Logistics,Dispatcher,Medium,Mid,20.0,57.0,50.0,Low,0.0,2.0,11.0,9.0,Medium
39.0,Bachelor's,11.0,Education,Academic Coordinator,Large,Mid,67.0,34.0,84.0,Medium,3.0,13.0,45.0,20.0,Medium
29.0,Master's,8.0,IT,ML Engineer,Small,Mid,34.0,55.0,35.0,Low,2.0,2.0,31.0,9.0,Low
37.0,Bachelor's,11.0,Finance,Accountant,Large,Entry,30.0,55.0,67.0,Low,2.0,4.0,21.0,8.0,Medium
31.0,Bachelor's,10.0,Retail,Sales Associate,Large,Mid,34.0,69.0,48.0,Low,1.0,5.0,23.0,2.0,Medium
25.0,Bachelor's,4.0,Education,Teacher,Small,Entry,14.0,77.0,84.0,Low,1.0,0.0,13.0,2.0,Low
48.0,Master's,13.0,Education,Research Assistant,Large,Mid,69.0,33.0,44.0,Medium,4.0,8.0,53.0,10.0,Medium
58.0,Master's,9.0,Healthcare,Health Analyst,Large,Mid,76.0,22.0,42.0,Medium,5.0,8.0,63.0,25.0,Medium
53.0,High School,7.0,Finance,Accountant,Large,Senior,79.0,28.0,22.0,Medium,3.0,9.0,63.0,17.0,High
54.0,Bachelor's,11.0,Logistics,Supply Chain Analyst,Small,Mid,69.0,33.0,30.0,Medium,3.0,11.0,58.0,6.0,High
58.0,Bachelor's,10.0,Logistics,Dispatcher,Medium,Entry,54.0,43.0,53.0,Low,1.0,3.0,50.0,4.0,High
58.0,Bachelor's,14.0,IT,Data Analyst,Medium,Mid,57.0,45.0,45.0,Low,0.0,2.0,47.0,5.0,Medium
41.0,Bachelor's,7.0,Healthcare,Medical Assistant,Large,Senior,83.0,26.0,21.0,Medium,2.0,13.0,39.0,15.0,Medium
39.0,Bachelor's,4.0,IT,ML Engineer,Small,Entry,42.0,69.0,87.0,Low,2.0,4.0,26.0,5.0,Low
53.0,Bachelor's,13.0,Retail,Sales Associate,Medium,Mid,23.0,72.0,90.0,Low,0.0,3.0,14.0,5.0,Low
46.0,Master's,8.0,Finance,Financial Analyst,Small,Senior,28.0,80.0,62.0,Low,1.0,1.0,17.0,1.0,Low
30.0,PhD,9.0,Finance,Financial Analyst,Large,Entry,72.0,32.0,22.0,Medium,5.0,6.0,59.0,24.0,High
54.0,Bachelor's,8.0,IT,ML Engineer,Medium,Entry,13.0,97.0,86.0,Low,1.0,4.0,8.0,3.0,Low
43.0,Bachelor's,9.0,Finance,Auditor,Medium,Mid,80.0,8.0,35.0,Medium,4.0,10.0,43.0,16.0,High
48.0,Bachelor's,9.0,Logistics,Supply Chain Analyst,Small,Mid,69.0,46.0,71.0,Medium,5.0,5.0,58.0,13.0,High
49.0,Bachelor's,13.0,Healthcare,Nurse,Large,Entry,37.0,64.0,73.0,Low,1.0,4.0,28.0,0.0,Low
57.0,Bachelor's,10.0,Telecom,Support Specialist,Large,Senior,38.0,68.0,68.0,Low,0.0,1.0,20.0,6.0,Low
45.0,Bachelor's,8.0,Logistics,Warehouse Manager,Large,Mid,41.0,69.0,37.0,Low,2.0,1.0,34.0,8.0,Medium
36.0,Master's,13.0,Finance,Auditor,Small,Mid,75.0,17.0,75.0,Medium,5.0,13.0,70.0,19.0,High
56.0,Master's,7.0,Retail,Sales Associate,Medium,Entry,79.0,18.0,65.0,Medium,4.0,11.0,49.0,18.0,High
37.0,Master's,12.0,Education,Teacher,Small,Entry,79.0,13.0,98.0,Medium,4.0,9.0,62.0,24.0,Medium
26.0,Master's,5.0,IT,Data Analyst,Small,Mid,23.0,54.0,76.0,Low,2.0,0.0,13.0,8.0,Low
22.0,Bachelor's,1.0,Telecom,Operations Analyst,Small,Senior,92.0,16.0,60.0,High,10.0,21.0,71.0,27.0,High
39.0,Bachelor's,5.0,Finance,Accountant,Medium,Senior,78.0,39.0,87.0,Medium,2.0,10.0,48.0,14.0,Medium
36.0,PhD,10.0,Healthcare,Medical Assistant,Large,Entry,73.0,30.0,39.0,Medium,5.0,8.0,58.0,13.0,Medium
38.0,Bachelor's,14.0,IT,ML Engineer,Large,Entry,75.0,21.0,62.0,Medium,3.0,9.0,62.0,14.0,High
28.0,Bachelor's,7.0,Education,Academic Coordinator,Large,Mid,14.0,79.0,47.0,Low,0.0,0.0,11.0,3.0,Low
53.0,Master's,19.0,Logistics,Dispatcher,Medium,Entry,12.0,100.0,94.0,Low,0.0,2.0,11.0,4.0,Low
54.0,Master's,7.0,IT,Software Engineer,Medium,Mid,44.0,30.0,64.0,Low,2.0,0.0,25.0,7.0,Low
50.0,Master's,19.0,Healthcare,Health Analyst,Small,Mid,73.0,9.0,22.0,Medium,5.0,13.0,57.0,13.0,Medium
57.0,Master's,4.0,Manufacturing,Operator,Small,Mid,73.0,26.0,36.0,Medium,5.0,14.0,53.0,7.0,High
51.0,Bachelor's,5.0,Manufacturing,Production Supervisor,Medium,Mid,76.0,18.0,27.0,Medium,5.0,9.0,37.0,12.0,High
